nombre|artista|duracion
Something About You - Single Version|Level 42|223440
Dancing On The Ceiling|Lionel Richie|270720
Conga|Miami Sound Machine|254000
Let's Go All The Way|Sly Fox|307653
I Didn't Mean To Turn You On|Robert Palmer|217467
Words Get In the Way|Miami Sound Machine|205533
Amanda|Boston|256200
Two of Hearts|Stacey Q|237533
Crush On You|The Jets|272493
"If You Leave - From ""Pretty In Pink"""|Orchestral Manoeuvres In The Dark|270307
Invisible Touch - 2007 Remaster|Genesis|209587
The Sweetest Taboo - Remastered|Sade|265187
Nasty|Janet Jackson|243133
All Cried Out (with Full Force)|Lisa Lisa & Cult Jam|284333
Your Love|The Outfield|221840
Perfect Way|Scritti Politti|273240
"Living in America - From ""Rocky IV"" Soundtrack"|James Brown|282840
Word Up|Cameo|260000
Life in a Northern Town|The Dream Academy|259293
Bad Boy|Miami Sound Machine|235507
Sleeping Bag|ZZ Top|242333
Love Touch - 2008 Remaster|Rod Stewart|244013
Election Day|Arcadia|328093
Walk This Way (feat. Aerosmith)|Run–D.M.C.|309760
Your Wildest Dreams|The Moody Blues|291573
Dreamtime|Daryl Hall|285093
Tender Love|Force M.D.'s|234053
Love Will Conquer All|Lionel Richie|340987
Alone|Heart|218733
I Wanna Dance with Somebody (Who Loves Me)|Whitney Houston|291293
Nothing's Gonna Stop Us Now|Starship|270333
C'est La Vie|Robbie Nevil|271667
Here I Go Again|Whitesnake|308800
The Way It Is|Bruce Hornsby|297853
La Bamba - 45 Version|Los Lobos|174187
Don't Dream It's Over|Crowded House|236933
With Or Without You|U2|296160
Looking For A New Love - Radio Edit|Jody Watley|242400
At This Moment|Billy Vera & The Beaters|234507
I Still Haven't Found What I'm Looking For|U2|277493
(I've Had) The Time of My Life|Bill Medley|289680
The Next Time I Fall (with Amy Grant)|Peter Cetera|225973
Control|Janet Jackson|353307
Land of Confusion - 2007 Remaster|Genesis|286840
In Too Deep - 2007 Remaster|Genesis|298093
Bienvenidos - Live|Miguel Rios|247880
Sueño Espacial/Año 2000 (Look At That Light) - Live|Miguel Rios|427080
Generacion Limite - Live|Miguel Rios|236093
Nueva Ola (El Neon De Color Rosa) - Live|Miguel Rios|173160
Un Caballo Llamado Muerte - Live|Miguel Rios|239160
A Tumba Abierta - Live|Miguel Rios|205347
Buscando La Luz - Live|Miguel Rios|122413
Blues Del Autobus - live|Miguel Rios|240347
El Rio/Santa Lucía - Live|Miguel Rios|237413
La Ciudad De Neon - Live|Miguel Rios|235093
Banzai - Live|Miguel Rios|291333
Reina De La Noche - Live|Miguel Rios|277840
Al Sur De Granada - Live|Miguel Rios|224427
Al Andalus - Live|Miguel Rios|502053
Los Viejos Rockeros Nunca Mueren - Live|Miguel Rios|93627
Rocanrol Bumerang - Live|Miguel Rios|176387
Extraños En El Escaparate - Live|Miguel Rios|378573
Homenaje A Miguel - Live|Miguel Rios|141853
Himno A La Alegria - Live|Miguel Rios|302240
Rockero De Noche - Live|Miguel Rios|70027
Sabado A La Noche - Live|Miguel Rios|180587
Mueve Tus Caderas - Live|Miguel Rios|97920
Rock And Roll En La Plaza Del Pueblo - Live|Miguel Rios|53547
La Basca Vacila - Live|Miguel Rios|163960
Maneras De Vivir - Live|Miguel Rios|74107
Mis Amigos Donde Estaran - Live|Miguel Rios|130600
El Laberinto - Live|Miguel Rios|51853
Salida 3 - Live|Miguel Rios|68147
Lua Lua Lua - Live|Miguel Rios|196320
Santa Lucia - Remastered|Miguel Rios|224827
Todo a Pulmon|Miguel Rios|249973
Lucky Man - 2012 Remastered Version|Emerson, Lake & Palmer|275920
Pyramania|The Alan Parsons Project|162987
Echoes|Camel|440267
From the Beginning - 2015 - Remaster|Emerson, Lake & Palmer|253467
Time and a Word - 2003 Remaster|Yes|271106
Dancing With The Moonlit Knight - Remastered 2008|Genesis|483053
Wonderous Stories - 2013 Remaster|Yes|229160
In the Lap of the Gods - Instrumental|The Alan Parsons Project|328120
Aqualung|Jethro Tull|396187
Hocus Pocus - Extended Version|Focus|402560
Catherine Of Aragon|Rick Wakeman|229147
The Advent Of Panurge|Gentle Giant|284933
In The Land Of Grey & Pink|Caravan|298840
Karn Evil 9 1st Impression, Pt. 2 - 2014 Remastered Version|Emerson, Lake & Palmer|285760
Freefall|Camel|352853
Kayleigh - 2017 Remaster|Marillion|243560
Locomotive Breath|Jethro Tull|266013
In The Dead Of Night|U.K.|334040
Can't Take It with You|The Alan Parsons Project|305987
Killer|Van Der Graaf Generator|497640
Backstreet Luv|Curved Air|218167
The Court of the Crimson King|Steve Hackett|459600
Mocking Bird|Barclay James Harvest|399307
Master of the Universe - 1996 Remaster|Hawkwind|377520
Frequency|IQ|509240
Trains|Porcupine Tree|358600
Blackest Deeds|The Watch|349916
I Talk to the Wind|Steve Hackett|326160
The First Rebreather|Big Big Train|512280
Idyll|Amarok|340593
Unchain the Earth|RPWL|426013
Hypocrites|Dave Kerzner|508725
Storyteller|Ioearth|300760
The Fountain of Glow, Pt. 3|Sylvan|347760
The Fleeting Deep|Carptree|466120
Tachyon|Comedy of Errors|375747
Blackened|Blind Ego|344307
Me and My Downfall|DeeExpus|410133
Where Are You Now|Bjørn Riis|452375
Undertow|Chroma Key|289400
The Shire (Part 1)|Threshold|123633
Sorgenfri|Agusa|300429
Blackfield|Blackfield|246960
A Life Within a Day|Squackett|395933
Falling Down|Pallas|449440
How Did It Come to This?|Arena|270653
Rain Again - Part I, II, & III|Abel Ganz|493880
The Colours of My Life|Millenium|313813
Refuel|Rocket Scientists|133255
Singularity|Cryptic Vision|239827
One|Fates Warning|266413
Perfect Love Song|Squackett|244187
Between Extremes|Carptree|473720
Mask Machine|Flying Colors|366987
No Decoder|Yogi Lang|254987
The Ghosts of Pripyat|Steve Rothery|332800
Kicking and Collecting|Carptree|425333
The Chase|Bjørn Riis|428000
The Second Brightest Star|Big Big Train|437813
Share the World with Me, Pt. 4|Sylvan|269853
Thorns Upon A Crown|Black Bonzo|411440
Alone|Wishbone Ash|144289
Which Way the Wind Blows|Anthony Phillips|352187
Intro: A Secret Journey|Inside The Sound|309493
Blackest Eyes|Porcupine Tree|263547
Into the Setting Sun|Liam Davison|458720
A Good Man|Bad Dreams|491156
In Exile|The Pineapple Thief|310210
Deep Child|Solstice Coil|375453
Battlement|Neuschwanstein|432867
Supertwister|Camel|198680
Migration - Instrumental Album Version|Camel|121827
Flight Of The Snow Goose - Instrumental Album Version|Camel|161293
Dunkirk - Instrumental Album Version|Camel|325293
Rhayader - Instrumental Single Edit|Camel|191093
The Return Of The Giant Hogweed - Digital Remastered 2008|Genesis|489480
We Are The Champions - Remastered 2011|Queen|179200
Soldier of Fortune|Deep Purple|195160
Ready for Love - 2015 Remaster|Bad Company|299827
Love Hurts|Nazareth|232120
Changes|Black Sabbath|282493
Still Loving You|Scorpions|403453
Waiting for a Girl like You|Foreigner|292067
Is This Love - 2007 Remastered Version|Whitesnake|275760
Every Rose Has Its Thorn - Remastered 2003|Poison|260173
Still Got The Blues|Gary Moore|372467
More Than Words Can Say|Alias|234196
To Be with You - 2010 Remastered Version|Mr. Big|210480
18 and Life|Skid Row|231280
Losing My Religion|R.E.M.|269000
House Of The Rising Sun|The Animals|269720
Have You Ever Seen The Rain|Creedence Clearwater Revival|160133
Back In Black|AC/DC|255493
Should I Stay or Should I Go - Remastered|The Clash|188987
Dream On|Aerosmith|266960
Sultans of Swing|Dire Straits|350400
Highway to Hell|AC/DC|208400
La Grange - 2005 Remaster|ZZ Top|230480
Immigrant Song - Remaster|Led Zeppelin|146250
The Chain|Fleetwood Mac|271000
Fortunate Son|Creedence Clearwater Revival|138053
Layla - 40th Anniversary Version / 2010 Remastered|Derek & The Dominos|423840
Dirty Deeds Done Dirt Cheap|AC/DC|231933
Come Together - Remastered 2009|The Beatles|259947
Another Brick in the Wall, Pt. 2|Pink Floyd|238747
Paranoid|Black Sabbath|168440
Bad Moon Rising|Creedence Clearwater Revival|141600
All Along the Watchtower|Jimi Hendrix|240800
(I Can't Get No) Satisfaction - Mono Version|The Rolling Stones|222813
Old Time Rock & Roll|Bob Seger|194147
Walk This Way|Aerosmith|211027
Long Cool Woman (In a Black Dress) - 1999 Remaster|The Hollies|199200
Born To Be Wild|Steppenwolf|210373
Cocaine|Eric Clapton|221640
Sharp Dressed Man - 2008 Remaster|ZZ Top|258027
Sunshine Of Your Love|Cream|250400
(Don't Fear) The Reaper|Blue Öyster Cult|308440
Beast Of Burden - Remastered|The Rolling Stones|265173
Stranglehold|Ted Nugent|503067
Good Times Bad Times - 1993 Remaster|Led Zeppelin|166267
Kashmir - 2012 Remaster|Led Zeppelin|517125
Knockin' On Heaven's Door - Remastered|Bob Dylan|149880
Riders on the Storm|The Doors|434720
Brown Eyed Girl|Van Morrison|183307
You Really Got Me|The Kinks|133933
China Grove|The Doobie Brothers|195307
D'yer Mak'er - Remastered|Led Zeppelin|262748
Tom Sawyer|Rush|276880
White Room|Cream|303200
Purple Haze|Jimi Hendrix|170813
The Joker|Steve Miller Band|264504
Revolution - Remastered 2009|The Beatles|205293
Runnin' With The Devil|Van Halen|216733
Magic Carpet Ride|Steppenwolf|260240
All Day and All of the Night|The Kinks|142227
Piece of My Heart|Big Brother & The Holding Company|253333
Ramble On - 1990 Remaster|Led Zeppelin|263333
Foreplay / Long Time|Boston|467640
Light My Fire|The Doors|429760
Like a Rolling Stone - Live at Royal Albert Hall, London, UK - May 26, 1966|Bob Dylan|505240
Ace Of Spades|Motörhead|167053
Toys In The Attic|Aerosmith|185133
O-o-h Child|The Five Stairsteps|197160
Molly (feat. Brendon Urie of Panic at the Disco)|Lil Dicky|244340
Wish You Were Here|Pink Floyd|334744
Comfortably Numb|Pink Floyd|382297
Jukebox Hero|The Molly Ringwalds|262542
Go Your Own Way - 2004 Remaster|Fleetwood Mac|223613
The Less I Know The Better|Tame Impala|216320
Killer Queen - Remastered 2011|Queen|179600
Under Pressure - Remastered|Queen|248440
We Will Rock You - Remastered|Queen|122067
Double Vision|Foreigner|224533
High Hopes|Panic! At The Disco|192133
Say Amen (Saturday Night)|Panic! At The Disco|189187
Overkill|Motörhead|313520
Simple Man|Lynyrd Skynyrd|357933
Carry on Wayward Son|Kansas|323000
Edge of Seventeen - 2016 Remaster|Stevie Nicks|329413
Jump - 2015 Remaster|Van Halen|241600
Dust in the Wind|Kansas|206267
Gimme Shelter|The Rolling Stones|270773
All Right Now|Free|332907
Money - 2011 Remastered Version|Pink Floyd|382834
For What It's Worth|Buffalo Springfield|153693
Baba O'Riley|The Who|300400
Pinball Wizard|The Who|180943
Peace of Mind|Boston|303587
Rock And Roll All Nite|KISS|168840
Iron Man - 2014 Remaster|Black Sabbath|355304
Listen to the Music|The Doobie Brothers|227267
Brown Sugar|The Rolling Stones|228667
Can't You See|The Marshall Tucker Band|361227
Radar Love|Golden Earring|386707
Won't Get Fooled Again - Original Album Version|The Who|511400
Bang a Gong (Get It On) - Remastered Version|T. Rex|267000
Mississippi Queen|Mountain|151293
Who Are You|The Who|378707
Break on Through (To the Other Side)|The Doors|145867
Here I Go Again 87 - 2017 Remastered Version|Whitesnake|275693
Feel Like Makin' Love - 2015 Remaster|Bad Company|313840
Still The Same|Bob Seger|203547
My Generation - Mono Version|The Who|198867
Take The Money And Run|Steve Miller Band|170173
Black Water - 45 Version|The Doobie Brothers|258613
Born to Run|Bruce Springsteen|269920
Let It Rain|Eric Clapton|302493
Nowhere To Run|Martha Reeves & The Vandellas|176907
Always in My Head|Coldplay|216627
Magic|Coldplay|285014
Ink|Coldplay|228373
True Love|Coldplay|246000
Midnight|Coldplay|294667
Another's Arms|Coldplay|234413
Oceans|Coldplay|321680
A Sky Full of Stars|Coldplay|268467
O|Coldplay|323480
All Your Friends|Coldplay|211813
Ghost Story|Coldplay|257373
O - Reprise|Coldplay|97360
A Horse with No Name|America|252240
Ventura Highway|America|211387
Right Down the Line|Gerry Rafferty|267773
You're so Vain|Carly Simon|258411
Dream Weaver|Gary Wright|256173
Nobody Does It Better|Carly Simon|209493
Just Remember I Love You|Firefall|216413
It Doesn't Matter|Firefall|228533
Magnet And Steel (Re-Recorded)|Walter Eagan|209027
You Take My Breath Away|Rex Smith|197107
You Are The Woman|Firefall|249853
I'll Have To Say I Love You In A Song|Jim Croce|151507
Stand Tall|Burton Cummings|272293
Stuck In The Middle With You|Stealers Wheel|203893
Magic|Pilot|186333
You're No Good|Linda Ronstadt|224027
Blinded By The Light|Manfred Mann's Earth Band|428133
Laughter In The Rain|Neil Sedaka|169552
Please Mr. Please|Olivia Newton-John|202560
Where Is the Love|Roberta Flack|166400
Domino - 1999 Remaster|Van Morrison|189427
Do That To Me One More Time|Captain & Tennille|252347
Goodbye Girl|David Gates|168867
Lotta Love|Nicolette Larson|191773
At Seventeen|Janis Ian|280493
Too Late To Turn Back Now|Cornelius Brothers & Sister Rose|198693
Up On Cripple Creek - Remastered 2000|The Band|274893
That's The Way I've Always Heard It Should Be|Carly Simon|258133
Haven't Got Time for the Pain|Carly Simon|234093
Anticipation|Carly Simon|201707
Southern Nights|Glen Campbell|178640
She's Gone|Daryl Hall & John Oates|313373
Coconut|Harry Nilsson|227840
Without You|Harry Nilsson|202027
Magic Man|Heart|328360
Long Cool Woman (In a Black Dress) - 2003 Remaster|The Hollies|197933
Operator (That's Not The Way It Feels)|Jim Croce|227373
Hopelessly Devoted To You|Olivia Newton-John|185360
Bad Blood|Neil Sedaka|187617
You Send Me|Nicolette Larson|236880
Every Picture Tells A Story|Rod Stewart|359733
Tonight's the Night (Gonna Be Alright)|Rod Stewart|236173
Hot Legs|Rod Stewart|315293
You're in My Heart (The Final Acclaim)|Rod Stewart|270960
Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered|Derek & The Dominos|301720
Spirit in the Sky|Norman Greenbaum|239600
Cats in the Cradle|Harry Chapin|212405
Never Going Back Again|Fleetwood Mac|135133
I Only Want to Be with You|Bay City Rollers|215067
Midnight at the Oasis|Maria Muldaur|224987
What the World Needs Now(Is Love)|Dionne Warwick|189893
December, 1963 (Oh What a Night!)|Frankie Valli & The Four Seasons|201093
Still the One - 45 Version|Orleans|235480
Moon Light Feels Right|Starbuck|220867
Me and You and a Dog Named Boo|Lobo|177933
Suffragette City - 2002 Remastered Version|David Bowie|207573
It's A Heartache|Bonnie Tyler|208613
More Than A Feeling|Boston|285493
Go Your Own Way|Fleetwood Mac|218400
I'd Love You to Want Me|Lobo|247640
Rocky Mountain Way|Joe Walsh|314427
Feelin' Alright|Joe Cocker|250200
Black Betty|Ram Jam|235933
Saturday in the Park - 2002 Remaster|Chicago|235667
American Pie|Don McLean|515867
Heart of Gold|Neil Young|187280
We Are The Champions|Queen|180800
I'll Be Around - Remastered Version|The Spinners|191787
Reelin' In The Years|Steely Dan|277200
Roundabout - 2008 Remaster|Yes|515960
Rock the Boat|Hues Corporation|186707
The Night They Drove Old Dixie Down - Remastered 2000|The Band|213267
Space Oddity - 1999 Remaster|David Bowie|316333
Hot Fun in the Summertime|Sly & The Family Stone|156827
Cinnamon Girl|Neil Young|179960
Sweet Thing - 1999 Remaster|Van Morrison|265547
It's Your Thing|The Isley Brothers|166507
"Everybody's Talkin' - From ""Midnight Cowboy"""|Harry Nilsson|164907
Ode To Billie Joe|Bobbie Gentry|255002
Different Drum|Stone Poneys|160093
The Devil Went Down To Georgia|The Charlie Daniels Band|214600
Cars|Gary Numan|235467
Shame|"Evelyn ""Champagne"" King"|393240
Since You Been Gone|RAINBOW|194000
Ridin' the Storm Out|REO Speedwagon|252267
My Sharona|The Knack|295400
You Sexy Thing|Hot Chocolate|244920
Breaking Up Is Hard to Do|Neil Sedaka|136267
How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version)|Bee Gees|245200
Lovin' You|Minnie Riperton|203507
Brandy (You're a Fine Girl)|Looking Glass|186827
Ride Captain Ride - Single Version|Blues Image|222000
Baby Come Back|Player|253733
Tin Man|America|209867
Baker Street|Gerry Rafferty|365627
Moondance|Van Morrison|275293
Don't give up on us|David Soul|218947
Sometimes When We Touch|Dan Hill|252693
Uprising|Muse|304840
Boulevard of Broken Dreams|Green Day|261267
You're Beautiful|James Blunt|209493
Black Horse And The Cherry Tree|KT Tunstall|172373
Feel Good Inc.|Gorillaz|222640
Caravane|Raphaël|206920
Bad Day|Daniel Powter|233640
Look What You've Done|Jet|230880
Zebra|John Butler Trio|237560
It's Been Awhile|Staind|264707
Technologic - Radio Edit [Radio Edit]|Daft Punk|166587
Breaking the Habit|Linkin Park|196907
Sing for Absolution|Muse|294867
Matador|Mickey 3d|186440
Beautiful|Moby|191907
Youth of the Nation|P.O.D.|256240
Song to Say Goodbye|Placebo|216187
Welcome to My Life|Simple Plan|206773
Sing|Travis|228800
Crazy|Gnarls Barkley|177466
Cash Machine|Hard-FI|222600
Ça me vexe|Mademoiselle K.|207933
Dirty Harry|Gorillaz|230426
Crooked Teeth|Death Cab for Cutie|203733
Somewhere I Belong|Linkin Park|213933
High|James Blunt|243280
American Idiot|Green Day|176346
Time Is Running Out|Muse|237040
Jimmy Gets High|Daniel Powter|220840
Bad Love|Eric Clapton|308747
Stay with You|The Goo Goo Dolls|236267
The Only Difference Between Martyrdom and Suicide Is Press Coverage|Panic! At The Disco|177520
Starlight|Muse|240213
Last Request|Paolo Nutini|220413
Le dîner|Bénabar|180760
On vit d'amour|Jean-Louis Aubert|216533
Consolation Prizes|Phoenix|196253
Oublie Moi|Riké|177200
You Give Me Something|James Morrison|213173
Love You Lately - Best Of Version 2010|Daniel Powter|179680
Banquet|Bloc Party|201360
Loser|Plastiscines|140427
Smile|Lily Allen|196893
Slipping Away (Crier la Vie) [Radio Mix]|Moby|219560
Meds|Placebo|175387
I Want Love|Jehro|237387
Welcome to the Black Parade|My Chemical Romance|311107
Somebody Told Me|The Killers|197280
J'veux un mec - Marlon B|Adrienne Pauly|253493
Lonely No More|Rob Thomas|226640
Lazarus|Porcupine Tree|260613
My Happy Ending|Avril Lavigne|242413
Why Do You Love Me|Garbage|232067
The Reason|Hoobastank|232800
Special K|Placebo|232307
The Drugs Don't Work|The Verve|305067
Wherever You Will Go|The Calling|209360
Move on Now|Hard-FI|307933
Helena|My Chemical Romance|205920
Ne partons pas fâchés|Raphaël|193000
A Pain That I'm Used To - Live|Depeche Mode|268813
Always Love|Nada Surf|197680
L'indécision|Da Silva|185066
The Will To Live|Ben Harper|297400
Four to the Floor|Starsailor|230960
Two Princes|Spin Doctors|256733
What's The Frequency, Kenneth?|R.E.M.|241160
Je m'en vais|Cali|233720
Still Waiting|Sum 41|158733
Harder, Better, Faster, Stronger|Daft Punk|224693
Talk|Coldplay|311292
Faint|Linkin Park|162600
Supersonic - Remastered|Oasis|283787
Knock Me Down - Remastered|Red Hot Chili Peppers|223387
En tête-à-tête - Live 2005|-M-|195627
I Wanna Be Your Dog|The Stooges|188560
On my shoulders|The Dø|320261
New Soul|Yael Naim|225106
Dis-moi|BB Brunes|143280
Hey There Delilah|Plain White T's|232853
People Help the People|Birdy|256236
Standing In The Way Of Control|Gossip|256400
Love Song|Sara Bareilles|258827
Les limites|Julien Doré|137813
Dancin' Til Dawn|Lenny Kravitz|309747
Money Note|Camille|382386
Beggin - Pilooski Re-edit|Frankie Valli & The Four Seasons|332613
Carry You Home|James Blunt|234640
Nine in the Afternoon|Panic! At The Disco|192893
You Talk|Babyshambles|208632
New Shoes|Paolo Nutini|203653
Are You Gonna Be My Girl|Jet|213800
That's What You Get|Paramore|220480
Another Day|Jamie Lidell|228907
Bleed It Out|Linkin Park|166373
The Kill|Thirty Seconds To Mars|231533
DVNO|Justice|236546
Ruby|Kaiser Chiefs|204200
U-turn (Lili)|AaRON|230000
Sweet|Jehro|268893
Change|ONE OK ROCK|174628
Ending Story??|ONE OK ROCK|255093
Cry Out|ONE OK ROCK|227933
Decision (feat. Tyler Carter)|ONE OK ROCK|224667
Answer is near|ONE OK ROCK|219827
Yokubou ni michita seinendan|ONE OK ROCK|202200
Kagerou|ONE OK ROCK|248000
Yes I am|ONE OK ROCK|216533
One Way Ticket|ONE OK ROCK|216933
Pierce|ONE OK ROCK|265120
Stand Out Fit In|ONE OK ROCK|214582
I Was King|ONE OK ROCK|238827
The Beginning|ONE OK ROCK|292733
Mighty Long Fall|ONE OK ROCK|243120
Fight the Night|ONE OK ROCK|256067
